question_id,class,subject,chapter,topic,difficulty,question_type,question,option_a,option_b,option_c,option_d,correct_answer,explanation,learning_objective,ncert_reference
1cbf990d-5bc7-4168-8c29-d4a1f7e57594,7,English,Sentence Correction,Sentence Correction,Medium,Case Study,Choose the correct synonym of 'happy'.,Sad,Joyful,Angry,Weak,B,Joyful means feeling or showing happiness.,Concept understanding,NCERT Class 7
fbb456f9-6c2e-4409-9e22-31debd23e9ed,7,Science,Forests: Our Lifeline,Forests: Our Lifeline,Hard,Numerical,Which gas do plants use during photosynthesis?,Oxygen,Nitrogen,Carbon dioxide,Hydrogen,C,Plants use carbon dioxide to prepare food during photosynthesis.,Concept understanding,NCERT Class 7
6cc482ee-460c-4f20-9671-168d55e4ca32,7,SST,Markets Around Us,Markets Around Us,Easy,Application MCQ,Who was the founder of the Mughal Empire in India?,Akbar,Babur,Shah Jahan,Aurangzeb,B,Babur founded the Mughal Empire in 1526.,Concept understanding,NCERT Class 7
5c1935ed-05ef-4be4-ad47-d4f74ffe076a,7,Science,Electric Current and its Effects,Electric Current and its Effects,Hard,Assertion Reason,Which gas do plants use during photosynthesis?,Oxygen,Nitrogen,Carbon dioxide,Hydrogen,C,Plants use carbon dioxide to prepare food during photosynthesis.,Concept understanding,NCERT Class 7
253a2b5f-5edf-4be6-a7db-ae77dd013c8b,7,English,Grammar,Grammar,Hard,Concept MCQ,Choose the correct synonym of 'happy'.,Sad,Joyful,Angry,Weak,B,Joyful means feeling or showing happiness.,Concept understanding,NCERT Class 7
c4ffac32-344a-4d6e-b78e-ef1bb4988885,7,English,Tenses,Tenses,Medium,Assertion Reason,Choose the correct synonym of 'happy'.,Sad,Joyful,Angry,Weak,B,Joyful means feeling or showing happiness.,Concept understanding,NCERT Class 7
fd689781-121f-44b0-aadb-8c35db0cb539,7,SST,Role of Government,Role of Government,Medium,Case Study,Who was the founder of the Mughal Empire in India?,Akbar,Babur,Shah Jahan,Aurangzeb,B,Babur founded the Mughal Empire in 1526.,Concept understanding,NCERT Class 7
969c41af-4e65-44da-83a3-becdd01dd7f4,7,SST,State Government,State Government,Easy,Numerical,Which is the largest continent on Earth?,Africa,Asia,Europe,Australia,B,Asia is the largest continent.,Concept understanding,NCERT Class 7
4bb44534-4998-4ca9-9c03-7560621a7cff,7,Science,Motion and Time,Motion and Time,Hard,Numerical,Which gas do plants use during photosynthesis?,Oxygen,Nitrogen,Carbon dioxide,Hydrogen,C,Plants use carbon dioxide to prepare food during photosynthesis.,Concept understanding,NCERT Class 7
5cf3c7a3-dc90-4422-a9ae-cbe479d684fc,7,SST,Natural Vegetation and Wildlife,Natural Vegetation and Wildlife,Easy,Concept MCQ,Who was the founder of the Mughal Empire in India?,Akbar,Babur,Shah Jahan,Aurangzeb,B,Babur founded the Mughal Empire in 1526.,Concept understanding,NCERT Class 7
e294e740-9b4f-41b2-b877-d76b1a70bef4,7,SST,Water,Water,Easy,Concept MCQ,Which is the largest continent on Earth?,Africa,Asia,Europe,Australia,B,Asia is the largest continent.,Concept understanding,NCERT Class 7
7a5bf1dc-d2ce-4a24-886b-d28d7a97b9da,7,English,Grammar,Grammar,Medium,Assertion Reason,Choose the correct synonym of 'happy'.,Sad,Joyful,Angry,Weak,B,Joyful means feeling or showing happiness.,Concept understanding,NCERT Class 7
5ce2c7e9-1d65-4713-86f8-d0c730a0b475,7,Science,Respiration in Organisms,Respiration in Organisms,Easy,Numerical,Which organ pumps blood in the human body?,Lungs,Brain,Heart,Kidney,C,The heart pumps blood throughout the body.,Concept understanding,NCERT Class 7
a03f3b84-8ff1-4fd5-bdc8-4b75b2c0f983,7,Science,Water: A Precious Resource,Water: A Precious Resource,Hard,Application MCQ,What is the basic unit of life?,Cell,Tissue,Organ,Atom,A,The cell is the smallest structural and functional unit of life.,Concept understanding,NCERT Class 7
348c1ea9-803c-4dc0-84ec-aceb30ff7fdb,7,SST,Inside Our Earth,Inside Our Earth,Easy,Application MCQ,Which is the largest continent on Earth?,Africa,Asia,Europe,Australia,B,Asia is the largest continent.,Concept understanding,NCERT Class 7
2640a1b3-67cc-4aaa-8867-565b190dba78,7,English,Tenses,Tenses,Easy,Assertion Reason,Choose the correct past tense of 'go'.,Goed,Went,Gone,Going,B,Went is the correct past tense of go.,Concept understanding,NCERT Class 7
08a1ece8-8eba-4437-b730-ae083925d627,7,SST,Environment,Environment,Easy,Concept MCQ,Who was the founder of the Mughal Empire in India?,Akbar,Babur,Shah Jahan,Aurangzeb,B,Babur founded the Mughal Empire in 1526.,Concept understanding,NCERT Class 7
fdd2ebb2-ef9f-4023-b9f4-1231194e693b,7,Science,Electric Current and its Effects,Electric Current and its Effects,Hard,Application MCQ,What is the basic unit of life?,Cell,Tissue,Organ,Atom,A,The cell is the smallest structural and functional unit of life.,Concept understanding,NCERT Class 7
fffbb740-eaae-4bed-ba26-a0084b49bf58,7,SST,On Equality,On Equality,Medium,Application MCQ,Which is the largest continent on Earth?,Africa,Asia,Europe,Australia,B,Asia is the largest continent.,Concept understanding,NCERT Class 7
47b07fe6-3b98-4ddb-8589-b74a182b7583,7,English,Fill in the Blanks,Fill in the Blanks,Easy,Concept MCQ,Choose the correct past tense of 'go'.,Goed,Went,Gone,Going,B,Went is the correct past tense of go.,Concept understanding,NCERT Class 7
14190de4-b90d-4fce-b25e-53f6b9306776,7,English,Parts of Speech,Parts of Speech,Medium,Assertion Reason,Choose the correct past tense of 'go'.,Goed,Went,Gone,Going,B,Went is the correct past tense of go.,Concept understanding,NCERT Class 7
bcbf2d4c-3a3e-45e0-8ee7-c11e3c210999,7,English,Grammar,Grammar,Hard,Concept MCQ,Choose the correct synonym of 'happy'.,Sad,Joyful,Angry,Weak,B,Joyful means feeling or showing happiness.,Concept understanding,NCERT Class 7
026cd5f1-1363-43c7-a462-38037584bc72,7,SST,New Kings and Kingdoms,New Kings and Kingdoms,Hard,Concept MCQ,Who was the founder of the Mughal Empire in India?,Akbar,Babur,Shah Jahan,Aurangzeb,B,Babur founded the Mughal Empire in 1526.,Concept understanding,NCERT Class 7
73c309a8-5bb8-487d-af90-b7099b23519b,7,English,Sentence Correction,Sentence Correction,Easy,Numerical,Choose the correct synonym of 'happy'.,Sad,Joyful,Angry,Weak,B,Joyful means feeling or showing happiness.,Concept understanding,NCERT Class 7
a337b0b6-bcc5-461d-88c5-5a20b9ddf63b,7,Science,Acids Bases and Salts,Acids Bases and Salts,Hard,Concept MCQ,Which gas do plants use during photosynthesis?,Oxygen,Nitrogen,Carbon dioxide,Hydrogen,C,Plants use carbon dioxide to prepare food during photosynthesis.,Concept understanding,NCERT Class 7
d230eeb5-ff3b-4b14-bafe-befd5fc2789b,7,SST,State Government,State Government,Easy,Numerical,Who was the founder of the Mughal Empire in India?,Akbar,Babur,Shah Jahan,Aurangzeb,B,Babur founded the Mughal Empire in 1526.,Concept understanding,NCERT Class 7
797c413a-38d9-4ac3-97dd-110bf4ae62fc,7,Science,Weather and Climate,Weather and Climate,Easy,Concept MCQ,Which organ pumps blood in the human body?,Lungs,Brain,Heart,Kidney,C,The heart pumps blood throughout the body.,Concept understanding,NCERT Class 7
7313847d-a58c-4d0e-ab68-d67cc5802444,7,SST,New Kings and Kingdoms,New Kings and Kingdoms,Medium,Assertion Reason,Which is the largest continent on Earth?,Africa,Asia,Europe,Australia,B,Asia is the largest continent.,Concept understanding,NCERT Class 7
6bb245e0-4d49-4644-a44a-04a2ba333cb2,7,SST,Environment,Environment,Easy,Assertion Reason,Which is the largest continent on Earth?,Africa,Asia,Europe,Australia,B,Asia is the largest continent.,Concept understanding,NCERT Class 7
d268ad48-4c42-42bf-88b1-03bc8900969e,7,SST,Role of Government,Role of Government,Easy,Application MCQ,Who was the founder of the Mughal Empire in India?,Akbar,Babur,Shah Jahan,Aurangzeb,B,Babur founded the Mughal Empire in 1526.,Concept understanding,NCERT Class 7
ca9599f5-449e-4fd2-8afa-a1efbfba5c53,7,English,Comprehension,Comprehension,Medium,Assertion Reason,Choose the correct past tense of 'go'.,Goed,Went,Gone,Going,B,Went is the correct past tense of go.,Concept understanding,NCERT Class 7
51fb80a1-1368-420a-932e-042de47aa956,7,English,Sentence Correction,Sentence Correction,Hard,Assertion Reason,Choose the correct past tense of 'go'.,Goed,Went,Gone,Going,B,Went is the correct past tense of go.,Concept understanding,NCERT Class 7
90d389dc-2aad-41ff-9a30-2330b99360fa,7,SST,Natural Vegetation and Wildlife,Natural Vegetation and Wildlife,Easy,Application MCQ,Which is the largest continent on Earth?,Africa,Asia,Europe,Australia,B,Asia is the largest continent.,Concept understanding,NCERT Class 7
eb4e1a0d-9de3-420d-a976-1c1ea54f664e,7,Science,Weather and Climate,Weather and Climate,Easy,Concept MCQ,What is the basic unit of life?,Cell,Tissue,Organ,Atom,A,The cell is the smallest structural and functional unit of life.,Concept understanding,NCERT Class 7
d026f5fe-51c5-4c78-babb-3077189d7a19,7,SST,State Government,State Government,Medium,Concept MCQ,Which is the largest continent on Earth?,Africa,Asia,Europe,Australia,B,Asia is the largest continent.,Concept understanding,NCERT Class 7
02b8173e-1672-44e2-bbf4-c9eb1721ba99,7,Science,Reproduction in Plants,Reproduction in Plants,Hard,Assertion Reason,Which gas do plants use during photosynthesis?,Oxygen,Nitrogen,Carbon dioxide,Hydrogen,C,Plants use carbon dioxide to prepare food during photosynthesis.,Concept understanding,NCERT Class 7
ead4caa0-31bd-4cec-8849-82279df4abf1,7,English,Grammar,Grammar,Easy,Application MCQ,Choose the correct past tense of 'go'.,Goed,Went,Gone,Going,B,Went is the correct past tense of go.,Concept understanding,NCERT Class 7
6b3862fd-5243-4f1b-ac91-0e087591cbe3,7,SST,Air,Air,Easy,Case Study,Who was the founder of the Mughal Empire in India?,Akbar,Babur,Shah Jahan,Aurangzeb,B,Babur founded the Mughal Empire in 1526.,Concept understanding,NCERT Class 7
56d88e75-b4a0-4a20-aacc-0200d476e7bf,7,English,Vocabulary,Vocabulary,Medium,Numerical,Choose the correct synonym of 'happy'.,Sad,Joyful,Angry,Weak,B,Joyful means feeling or showing happiness.,Concept understanding,NCERT Class 7
af2755b8-d869-4835-9189-b28106bed033,7,SST,Inside Our Earth,Inside Our Earth,Easy,Case Study,Which is the largest continent on Earth?,Africa,Asia,Europe,Australia,B,Asia is the largest continent.,Concept understanding,NCERT Class 7
b63c051e-0164-4594-93fb-45870f21060b,7,English,Grammar,Grammar,Hard,Concept MCQ,Choose the correct synonym of 'happy'.,Sad,Joyful,Angry,Weak,B,Joyful means feeling or showing happiness.,Concept understanding,NCERT Class 7
31cc63bc-912c-49f1-a33b-0ff23817ed7a,7,Science,Nutrition in Plants,Nutrition in Plants,Easy,Application MCQ,Which gas do plants use during photosynthesis?,Oxygen,Nitrogen,Carbon dioxide,Hydrogen,C,Plants use carbon dioxide to prepare food during photosynthesis.,Concept understanding,NCERT Class 7
76c7b4bb-dd94-4e2c-a011-4058a5d0ebca,7,SST,Role of Government,Role of Government,Hard,Assertion Reason,Which is the largest continent on Earth?,Africa,Asia,Europe,Australia,B,Asia is the largest continent.,Concept understanding,NCERT Class 7
43aa96b2-7a81-4a09-aa1f-26d5234b5110,7,SST,Natural Vegetation and Wildlife,Natural Vegetation and Wildlife,Easy,Concept MCQ,Which is the largest continent on Earth?,Africa,Asia,Europe,Australia,B,Asia is the largest continent.,Concept understanding,NCERT Class 7
90ff2203-b716-4681-9e1c-f873b2010f5b,7,SST,Delhi Sultans,Delhi Sultans,Medium,Application MCQ,Who was the founder of the Mughal Empire in India?,Akbar,Babur,Shah Jahan,Aurangzeb,B,Babur founded the Mughal Empire in 1526.,Concept understanding,NCERT Class 7
eb0c5146-0538-49e4-bc30-b1857cd2f269,7,English,Fill in the Blanks,Fill in the Blanks,Medium,Application MCQ,Choose the correct synonym of 'happy'.,Sad,Joyful,Angry,Weak,B,Joyful means feeling or showing happiness.,Concept understanding,NCERT Class 7
18d26dfc-a7e2-4b1b-bd9f-10ce8f35fa81,7,English,Synonyms and Antonyms,Synonyms and Antonyms,Medium,Numerical,Choose the correct past tense of 'go'.,Goed,Went,Gone,Going,B,Went is the correct past tense of go.,Concept understanding,NCERT Class 7
722b1069-5640-4ee3-b10d-ff8bf159c6c2,7,Science,Respiration in Organisms,Respiration in Organisms,Medium,Case Study,Which organ pumps blood in the human body?,Lungs,Brain,Heart,Kidney,C,The heart pumps blood throughout the body.,Concept understanding,NCERT Class 7
ce293a51-5993-413f-9a37-8c2613021735,7,English,Tenses,Tenses,Hard,Concept MCQ,Choose the correct synonym of 'happy'.,Sad,Joyful,Angry,Weak,B,Joyful means feeling or showing happiness.,Concept understanding,NCERT Class 7
976344a5-b561-4e74-95a4-da7f7f7eab99,7,SST,State Government,State Government,Easy,Numerical,Which is the largest continent on Earth?,Africa,Asia,Europe,Australia,B,Asia is the largest continent.,Concept understanding,NCERT Class 7
33046c16-1d11-409e-b9c4-f355d4cc8fc1,7,SST,Our Changing Earth,Our Changing Earth,Medium,Case Study,Which is the largest continent on Earth?,Africa,Asia,Europe,Australia,B,Asia is the largest continent.,Concept understanding,NCERT Class 7
32e7b09e-47b3-464c-9c63-bf428bc6460f,7,Science,Electric Current and its Effects,Electric Current and its Effects,Hard,Assertion Reason,Which organ pumps blood in the human body?,Lungs,Brain,Heart,Kidney,C,The heart pumps blood throughout the body.,Concept understanding,NCERT Class 7
e61a4de6-d171-4820-a4cd-c1cb4878fd1a,7,English,Sentence Correction,Sentence Correction,Easy,Case Study,Choose the correct past tense of 'go'.,Goed,Went,Gone,Going,B,Went is the correct past tense of go.,Concept understanding,NCERT Class 7
f9ee0120-72ca-407c-a998-1951ca2ed883,7,Science,Weather and Climate,Weather and Climate,Hard,Case Study,Which gas do plants use during photosynthesis?,Oxygen,Nitrogen,Carbon dioxide,Hydrogen,C,Plants use carbon dioxide to prepare food during photosynthesis.,Concept understanding,NCERT Class 7
2c475a9f-608e-44dd-a4a3-3453cc109dc5,7,English,Synonyms and Antonyms,Synonyms and Antonyms,Easy,Concept MCQ,Choose the correct synonym of 'happy'.,Sad,Joyful,Angry,Weak,B,Joyful means feeling or showing happiness.,Concept understanding,NCERT Class 7
216547da-73dd-49a1-b78b-a270b2d2e473,7,English,Tenses,Tenses,Medium,Case Study,Choose the correct past tense of 'go'.,Goed,Went,Gone,Going,B,Went is the correct past tense of go.,Concept understanding,NCERT Class 7
6db56517-9650-4733-98b4-7ab94ebf5209,7,English,Sentence Correction,Sentence Correction,Easy,Assertion Reason,Choose the correct past tense of 'go'.,Goed,Went,Gone,Going,B,Went is the correct past tense of go.,Concept understanding,NCERT Class 7
855aaaff-a490-4764-bd2f-8170873b9a8d,7,SST,Inside Our Earth,Inside Our Earth,Hard,Numerical,Who was the founder of the Mughal Empire in India?,Akbar,Babur,Shah Jahan,Aurangzeb,B,Babur founded the Mughal Empire in 1526.,Concept understanding,NCERT Class 7
fb5a58bc-8005-4c86-95d9-16b86839fff3,7,English,Tenses,Tenses,Easy,Numerical,Choose the correct past tense of 'go'.,Goed,Went,Gone,Going,B,Went is the correct past tense of go.,Concept understanding,NCERT Class 7
d0ed2846-211b-44a0-a57e-39da17caa200,7,Science,Nutrition in Plants,Nutrition in Plants,Hard,Application MCQ,What is the basic unit of life?,Cell,Tissue,Organ,Atom,A,The cell is the smallest structural and functional unit of life.,Concept understanding,NCERT Class 7
e0dfcfd9-afdd-4deb-b1cb-aaeb646dbf74,7,Science,Water: A Precious Resource,Water: A Precious Resource,Easy,Application MCQ,What is the basic unit of life?,Cell,Tissue,Organ,Atom,A,The cell is the smallest structural and functional unit of life.,Concept understanding,NCERT Class 7
f39fb0e4-eeaa-468d-bb5c-c655965ded6b,7,SST,Media and Democracy,Media and Democracy,Medium,Assertion Reason,Who was the founder of the Mughal Empire in India?,Akbar,Babur,Shah Jahan,Aurangzeb,B,Babur founded the Mughal Empire in 1526.,Concept understanding,NCERT Class 7
94f866ef-3596-43cf-b68d-1c23376c278b,7,English,Sentence Correction,Sentence Correction,Hard,Application MCQ,Choose the correct past tense of 'go'.,Goed,Went,Gone,Going,B,Went is the correct past tense of go.,Concept understanding,NCERT Class 7
eca48ce9-47e0-4470-8132-b31264c76f9e,7,Science,Motion and Time,Motion and Time,Hard,Assertion Reason,Which gas do plants use during photosynthesis?,Oxygen,Nitrogen,Carbon dioxide,Hydrogen,C,Plants use carbon dioxide to prepare food during photosynthesis.,Concept understanding,NCERT Class 7
afa7506f-99e5-47f0-a689-bae5bcf3b272,7,English,Tenses,Tenses,Hard,Application MCQ,Choose the correct past tense of 'go'.,Goed,Went,Gone,Going,B,Went is the correct past tense of go.,Concept understanding,NCERT Class 7
294b4c76-7011-473b-a6a8-cebd3767d8a6,7,SST,New Kings and Kingdoms,New Kings and Kingdoms,Easy,Case Study,Who was the founder of the Mughal Empire in India?,Akbar,Babur,Shah Jahan,Aurangzeb,B,Babur founded the Mughal Empire in 1526.,Concept understanding,NCERT Class 7
7ff0a6ad-b2e2-4f41-a80a-25e2cfe82a61,7,SST,Delhi Sultans,Delhi Sultans,Easy,Case Study,Who was the founder of the Mughal Empire in India?,Akbar,Babur,Shah Jahan,Aurangzeb,B,Babur founded the Mughal Empire in 1526.,Concept understanding,NCERT Class 7
315aba1b-2019-4e67-bd29-142b6c6db650,7,Science,Motion and Time,Motion and Time,Easy,Numerical,What is the basic unit of life?,Cell,Tissue,Organ,Atom,A,The cell is the smallest structural and functional unit of life.,Concept understanding,NCERT Class 7
771fc370-2b78-4f76-adf3-254a05193867,7,Science,Nutrition in Plants,Nutrition in Plants,Hard,Assertion Reason,Which organ pumps blood in the human body?,Lungs,Brain,Heart,Kidney,C,The heart pumps blood throughout the body.,Concept understanding,NCERT Class 7
215435b0-187c-42ef-a113-e16583312e81,7,SST,Inside Our Earth,Inside Our Earth,Medium,Application MCQ,Who was the founder of the Mughal Empire in India?,Akbar,Babur,Shah Jahan,Aurangzeb,B,Babur founded the Mughal Empire in 1526.,Concept understanding,NCERT Class 7
04069e20-fc13-44af-aa72-76b7f33abd10,7,Science,Motion and Time,Motion and Time,Medium,Assertion Reason,Which organ pumps blood in the human body?,Lungs,Brain,Heart,Kidney,C,The heart pumps blood throughout the body.,Concept understanding,NCERT Class 7
bebcef4f-8eac-4152-b1cf-b38c3d7b376c,7,SST,Tracing Changes Through Thousand Years,Tracing Changes Through Thousand Years,Easy,Application MCQ,Which is the largest continent on Earth?,Africa,Asia,Europe,Australia,B,Asia is the largest continent.,Concept understanding,NCERT Class 7
e569d6a4-8b46-499b-9fcf-40e9d129fc82,7,Science,Reproduction in Plants,Reproduction in Plants,Hard,Concept MCQ,What is the basic unit of life?,Cell,Tissue,Organ,Atom,A,The cell is the smallest structural and functional unit of life.,Concept understanding,NCERT Class 7
e5d6b98c-7ab4-4d7c-a8de-4d2860ffd00a,7,English,Grammar,Grammar,Medium,Assertion Reason,Choose the correct synonym of 'happy'.,Sad,Joyful,Angry,Weak,B,Joyful means feeling or showing happiness.,Concept understanding,NCERT Class 7
7e26f013-5ea2-4583-9fa1-2c9ffd7d9eec,7,SST,Delhi Sultans,Delhi Sultans,Easy,Assertion Reason,Which is the largest continent on Earth?,Africa,Asia,Europe,Australia,B,Asia is the largest continent.,Concept understanding,NCERT Class 7
cb553410-4160-425a-8cdb-5f4f64e94a33,7,English,Fill in the Blanks,Fill in the Blanks,Hard,Concept MCQ,Choose the correct past tense of 'go'.,Goed,Went,Gone,Going,B,Went is the correct past tense of go.,Concept understanding,NCERT Class 7
1a89de54-5b4d-44d1-9bae-8fcbf1b52d4e,7,SST,Water,Water,Hard,Concept MCQ,Who was the founder of the Mughal Empire in India?,Akbar,Babur,Shah Jahan,Aurangzeb,B,Babur founded the Mughal Empire in 1526.,Concept understanding,NCERT Class 7
0d5db048-2c62-4f43-89d1-78c51cfc0f61,7,SST,On Equality,On Equality,Medium,Assertion Reason,Who was the founder of the Mughal Empire in India?,Akbar,Babur,Shah Jahan,Aurangzeb,B,Babur founded the Mughal Empire in 1526.,Concept understanding,NCERT Class 7
a81bc30d-9bce-40f2-b65d-927e983d7aa8,7,SST,Media and Democracy,Media and Democracy,Easy,Assertion Reason,Who was the founder of the Mughal Empire in India?,Akbar,Babur,Shah Jahan,Aurangzeb,B,Babur founded the Mughal Empire in 1526.,Concept understanding,NCERT Class 7
adb53bce-fbab-46ad-9d64-acb4df8cd35f,7,SST,Inside Our Earth,Inside Our Earth,Easy,Assertion Reason,Which is the largest continent on Earth?,Africa,Asia,Europe,Australia,B,Asia is the largest continent.,Concept understanding,NCERT Class 7
75e59b3c-1cb2-47c5-a8f8-4597247c6081,7,SST,On Equality,On Equality,Easy,Case Study,Which is the largest continent on Earth?,Africa,Asia,Europe,Australia,B,Asia is the largest continent.,Concept understanding,NCERT Class 7
d3d6410a-ef54-4734-b578-445fc8332d24,7,SST,Delhi Sultans,Delhi Sultans,Easy,Concept MCQ,Which is the largest continent on Earth?,Africa,Asia,Europe,Australia,B,Asia is the largest continent.,Concept understanding,NCERT Class 7
5ff8f800-4273-4941-a3dc-554725530d20,7,Science,Motion and Time,Motion and Time,Easy,Concept MCQ,Which gas do plants use during photosynthesis?,Oxygen,Nitrogen,Carbon dioxide,Hydrogen,C,Plants use carbon dioxide to prepare food during photosynthesis.,Concept understanding,NCERT Class 7
f3f1fdce-7d19-43d5-82af-83fdfd1229a3,7,English,Tenses,Tenses,Easy,Case Study,Choose the correct past tense of 'go'.,Goed,Went,Gone,Going,B,Went is the correct past tense of go.,Concept understanding,NCERT Class 7
b27bf444-794e-418a-9acd-83cd36b8cb74,7,SST,Inside Our Earth,Inside Our Earth,Easy,Concept MCQ,Who was the founder of the Mughal Empire in India?,Akbar,Babur,Shah Jahan,Aurangzeb,B,Babur founded the Mughal Empire in 1526.,Concept understanding,NCERT Class 7
41963bb1-9520-4275-beca-2c366bb39bdb,7,English,Parts of Speech,Parts of Speech,Medium,Assertion Reason,Choose the correct past tense of 'go'.,Goed,Went,Gone,Going,B,Went is the correct past tense of go.,Concept understanding,NCERT Class 7
eca44b6e-04cb-4270-9bd9-1df6f0d01f45,7,SST,Media and Democracy,Media and Democracy,Medium,Concept MCQ,Which is the largest continent on Earth?,Africa,Asia,Europe,Australia,B,Asia is the largest continent.,Concept understanding,NCERT Class 7
4ff83b22-c8a3-4a93-a254-d6c57512ab70,7,English,Comprehension,Comprehension,Easy,Concept MCQ,Choose the correct past tense of 'go'.,Goed,Went,Gone,Going,B,Went is the correct past tense of go.,Concept understanding,NCERT Class 7
059cb466-3766-4ede-9513-c5ff0d2e2a74,7,English,Vocabulary,Vocabulary,Hard,Concept MCQ,Choose the correct past tense of 'go'.,Goed,Went,Gone,Going,B,Went is the correct past tense of go.,Concept understanding,NCERT Class 7
4730d91e-d441-4bb3-9bd7-3b726420623c,7,Science,Motion and Time,Motion and Time,Medium,Application MCQ,What is the basic unit of life?,Cell,Tissue,Organ,Atom,A,The cell is the smallest structural and functional unit of life.,Concept understanding,NCERT Class 7
c8d22785-62e7-4eda-9b54-2040f2801a97,7,Science,Heat,Heat,Hard,Assertion Reason,What is the basic unit of life?,Cell,Tissue,Organ,Atom,A,The cell is the smallest structural and functional unit of life.,Concept understanding,NCERT Class 7
34f9e8fb-c9a9-485c-9db6-ff3d7bd7dac2,7,Science,Reproduction in Plants,Reproduction in Plants,Medium,Case Study,Which organ pumps blood in the human body?,Lungs,Brain,Heart,Kidney,C,The heart pumps blood throughout the body.,Concept understanding,NCERT Class 7
ed0b03ae-85f6-4dd2-9484-378dead9a9d3,7,Science,Motion and Time,Motion and Time,Medium,Concept MCQ,Which gas do plants use during photosynthesis?,Oxygen,Nitrogen,Carbon dioxide,Hydrogen,C,Plants use carbon dioxide to prepare food during photosynthesis.,Concept understanding,NCERT Class 7
161d1a66-9e42-4e1a-98c6-de4dd45ca38c,7,Science,Nutrition in Animals,Nutrition in Animals,Easy,Case Study,Which organ pumps blood in the human body?,Lungs,Brain,Heart,Kidney,C,The heart pumps blood throughout the body.,Concept understanding,NCERT Class 7
6586442e-1b39-4cc0-8a96-d60b7016912b,7,SST,Water,Water,Hard,Application MCQ,Which is the largest continent on Earth?,Africa,Asia,Europe,Australia,B,Asia is the largest continent.,Concept understanding,NCERT Class 7
7d57af24-44cf-406a-9e5c-0cecb4b69429,7,English,Grammar,Grammar,Easy,Assertion Reason,Choose the correct past tense of 'go'.,Goed,Went,Gone,Going,B,Went is the correct past tense of go.,Concept understanding,NCERT Class 7
643f5261-cff8-4134-a835-56cbb599ef25,7,English,Fill in the Blanks,Fill in the Blanks,Hard,Assertion Reason,Choose the correct past tense of 'go'.,Goed,Went,Gone,Going,B,Went is the correct past tense of go.,Concept understanding,NCERT Class 7
b1099539-30f1-479a-b7e6-ec4142aa0aad,7,SST,State Government,State Government,Easy,Case Study,Which is the largest continent on Earth?,Africa,Asia,Europe,Australia,B,Asia is the largest continent.,Concept understanding,NCERT Class 7
75af7e35-cb46-484b-9e18-d0d8e5949b14,7,English,Sentence Correction,Sentence Correction,Easy,Case Study,Choose the correct synonym of 'happy'.,Sad,Joyful,Angry,Weak,B,Joyful means feeling or showing happiness.,Concept understanding,NCERT Class 7
ef39bcc5-f382-4b1b-8eda-a37e34e4c8e9,7,Science,Nutrition in Animals,Nutrition in Animals,Easy,Concept MCQ,What is the basic unit of life?,Cell,Tissue,Organ,Atom,A,The cell is the smallest structural and functional unit of life.,Concept understanding,NCERT Class 7
e6f7612d-bc77-4c2b-9e2e-9a403dee0354,7,SST,Role of Government,Role of Government,Medium,Assertion Reason,Who was the founder of the Mughal Empire in India?,Akbar,Babur,Shah Jahan,Aurangzeb,B,Babur founded the Mughal Empire in 1526.,Concept understanding,NCERT Class 7
dfab58a9-49ef-40fb-a3ab-395418cab060,7,Science,Light,Light,Medium,Numerical,Which organ pumps blood in the human body?,Lungs,Brain,Heart,Kidney,C,The heart pumps blood throughout the body.,Concept understanding,NCERT Class 7
2c24508b-3e9b-498e-a1c0-c631074233bd,7,Science,Physical and Chemical Changes,Physical and Chemical Changes,Medium,Case Study,What is the basic unit of life?,Cell,Tissue,Organ,Atom,A,The cell is the smallest structural and functional unit of life.,Concept understanding,NCERT Class 7
ca772d6f-2d70-482f-9f48-de7c4fbee54d,7,SST,Role of Government,Role of Government,Medium,Concept MCQ,Who was the founder of the Mughal Empire in India?,Akbar,Babur,Shah Jahan,Aurangzeb,B,Babur founded the Mughal Empire in 1526.,Concept understanding,NCERT Class 7
eb7b9ca6-c2f2-4d20-a34f-a3329277592d,7,Science,Electric Current and its Effects,Electric Current and its Effects,Easy,Case Study,What is the basic unit of life?,Cell,Tissue,Organ,Atom,A,The cell is the smallest structural and functional unit of life.,Concept understanding,NCERT Class 7
8ddb72ca-8de7-4487-a66a-f1cbf5d0b9ec,7,SST,State Government,State Government,Easy,Assertion Reason,Which is the largest continent on Earth?,Africa,Asia,Europe,Australia,B,Asia is the largest continent.,Concept understanding,NCERT Class 7
290194f5-f5ff-45f8-9f10-ce9b71e8f2cd,7,Science,Transportation in Animals and Plants,Transportation in Animals and Plants,Hard,Application MCQ,Which gas do plants use during photosynthesis?,Oxygen,Nitrogen,Carbon dioxide,Hydrogen,C,Plants use carbon dioxide to prepare food during photosynthesis.,Concept understanding,NCERT Class 7
b35365dd-4851-4697-94d2-4b445979c1a6,7,English,Parts of Speech,Parts of Speech,Hard,Concept MCQ,Choose the correct synonym of 'happy'.,Sad,Joyful,Angry,Weak,B,Joyful means feeling or showing happiness.,Concept understanding,NCERT Class 7
0be4f22c-a5b2-4b26-9e04-b363384d1cc6,7,English,Vocabulary,Vocabulary,Hard,Numerical,Choose the correct past tense of 'go'.,Goed,Went,Gone,Going,B,Went is the correct past tense of go.,Concept understanding,NCERT Class 7
