question_id,class,subject,chapter,topic,difficulty,question_type,question,option_a,option_b,option_c,option_d,correct_answer,explanation,ncert_reference
ENG_C7_715,7,English,An Alien Hand,Sci-Fi,Medium,MCQ,Tilloo took his father's security card while he was taking a:, Siesta, Walk, Bath, Lesson,a,Tilloo used the opportunity of his father's nap to enter the passage,An Alien Hand Unit 10
SCI_C7_535,7,Science,Life Processes in Plants,Botany,Medium,MCQ,Tiny pores for gas exchange are:, Chlorophyll, Stomata, Vessels, Roots,b,Located on the surface of leaves,Curiosity Ch 10
SCI_C7_735,7,Science,Life Processes in Plants,Botany,Medium,MCQ,Tiny pores on leaf surfaces are:, Chlorophyll, Stomata, Vessels, Roots,b,Used for gas exchange during photosynthesis,Curiosity Ch 10
ENG_C7_490,7,English,A Gift of Chappals,Plot,Easy,MCQ,To whom did the children give the music master's chappals?, Ravi, The beggar, Lalli, The postman,b,The children felt pity for the beggar whose feet were blistered by the hot road,Honeycomb Unit 2
MATH_C7_769,7,Mathematics,Geometric Twins,Polygons,Easy,MCQ,Triangle with all sides equal:, Isosceles, Equilateral, Scalene, Right,b,Regular triangle definition,Ganita Prakash II Ch 1
MATH_C7_744,7,Mathematics,Geometric Twins,Triangles,Easy,MCQ,Triangle with one angle $> 90$ is:, Acute, Obtuse, Right, Scalene,b,Classification based on internal angles,Ganita Prakash II Ch 1
MATH_C7_544,7,Mathematics,Geometric Twins,Triangles,Easy,MCQ,Triangle with one angle more than 90 is:, Acute, Obtuse, Right, Scalene,b,Classification based on angles,Ganita Prakash II Ch 1
ENG_C7_749,7,English,The Tunnel,Plot,Hard,MCQ,Tunnel represents for Suraj:, Sleep place, Mystery and adventure, Shortcut, Trap,b,Theme of curiosity in the story,Poorvi Unit 4
SCI_C7_732,7,Science,Exploring Substances,Indicators,Medium,MCQ,Turmeric turns red in base solutions like:, Lemon juice, Vinegar, Soap, Water,c,Soap is a common alkaline household substance,Curiosity Ch 2
SCI_C7_532,7,Science,Exploring Substances,Indicators,Medium,MCQ,Turmeric turns red in basic solution like:, Lemon juice, Vinegar, Soap, Water,c,Soap is a common basic household substance,Curiosity Ch 2
SCI_C7_527,7,Science,Exploring Substances,Indicators,Medium,MCQ,Turmeric turns red in which solution?, Acidic, Basic, Neutral, Salty,b,Used to test for basic substances like soap,Curiosity Ch 2
SCI_C7_727,7,Science,Exploring Substances,Indicators,Medium,MCQ,Turmeric turns reddish-brown in solutions that are:, Acidic, Basic, Neutral, Salty,b,Commonly observed when washing turmeric stains with soap,Curiosity Ch 2
ENG_C7_756,7,English,Rani Abbakka,History,Medium,MCQ,Ullal queen fought which power?, British, Portuguese, French, Dutch,b,Karnataka warrior history,Poorvi Unit 5
SST_C7_012,7,Social Science,Constitution of India,Rights,Medium,MCQ,Universal Adult Franchise ensures that every citizen of India can vote if they are above:, 21 years, 18 years, 25 years, 16 years,b,This is a fundamental democratic principle where every adult has one vote regardless of background.[3],Exploring Society Ch 10
SST_C7_354,7,Social Science,The Constitution of India,Rights,Medium,MCQ,Universal Adult Franchise grants the right to vote to all citizens above:, 21 years, 18 years, 25 years, 16 years,b,"This principle ensures democratic equality where every adult has one vote.[6,2]",Exploring Society Ch 10
SST_C7_672,7,Social Science,From the Rulers to the Ruled,Civics,Easy,MCQ,Universal Adult Franchise means that the right to vote is granted to all adults above:, 21 years, 18 years, 25 years, 16 years,b,This democratic principle ensures equality in voting rights regardless of background,Exploring Society Ch 9
SST_C7_007,7,Social Science,On Equality,Civics,Easy,MCQ,Universal Adult Franchise means that:, Only educated people can vote, Only property owners can vote, All adults have the right to vote, Only men can vote,c,This principle ensures one person one vote regardless of caste or gender. [7][8],
MATH_C7_524,7,Mathematics,A Peek Beyond the Point,Decimals,Easy,MCQ,Value of $0.5 \times 0.2$,1,0.1,0.01,0.52,b,Multiply $5 \times 2 = 10$; place decimal for two digits: 0.10,Ganita Prakash Ch 3
MATH_C7_760,7,Mathematics,A Peek Beyond the Point,Decimals,Easy,MCQ,Value of $0.5 \times 0.2$ is:,1,0.1,0.01,0.52,b,Standard decimal multiplication result,Ganita Prakash Ch 3
MATH_C7_533,7,Mathematics,A Peek Beyond the Point,Decimals,Easy,MCQ,Value of $0.5 \times 0.5$,2.5,0.25,0.05,1,b,Tenths multiplied give hundredths,Ganita Prakash Ch 3
MATH_C7_733,7,Mathematics,A Peek Beyond the Point,Decimals,Easy,MCQ,Value of $0.5 \times 0.5$ is:,2.5,0.25,0.05,1,b,Multiply 5 by 5 and place the decimal for two places,Ganita Prakash Ch 3
MATH_C7_545,7,Mathematics,Arithmetic Expressions,BODMAS,Medium,MCQ,Value of $2 \times (3 + 4)$,10,14,7,24,b,Solve parentheses first then multiply,Ganita Prakash Ch 2
MATH_C7_758,7,Mathematics,Working with Fractions,Operations,Medium,MCQ,Value of $3/4 \times 12$.,3,6,9,12,c,Calculation results in integer 9,Ganita Prakash Ch 8
MATH_C7_526,7,Mathematics,Finding the Unknown,Equations,Medium,MCQ,Value of $m$ if $5m = -10$,2,-2,5,-10,b,Divide by 5 to get $m = -2$,Ganita Prakash Ch 7
MATH_C7_531,7,Mathematics,Finding the Unknown,Equations,Medium,MCQ,Value of $x$ if $x + 10 = 25$,15,35,10,5,a,Standard subtraction from both sides,Ganita Prakash Ch 15
SCI_C7_266,7,Science,Wastewater Story,Biotechnology,Medium,MCQ,Vermi-processing toilets use which organism to treat human waste?, Bacteria, Earthworms, Fungi, Viruses,b,Earthworms convert waste into high-quality manure known as vermi-cakes.,
SST_C7_531,7,Social Science,Exploring Society,Civics,Easy,MCQ,Voting right for all adults is:, Elite vote, Universal Adult Franchise, Public choice, Majority rule,b,Ensures democratic equality,Exploring Society Ch 10
SST_C7_753,7,Social Science,The Story of Indian Farming,History,Medium,MCQ,Vrikshayurveda is a text about:, War, Plant science, Stars, Music,b,Ancient Indian horticultural knowledge,Exploring Society Ch 1
SST_C7_684,7,Social Science,The Story of Indian Farming,History,Medium,MCQ,Weathering is the foundational process for the formation of:, Water, Soil, Metals, Fossils,b,Weathering is the physical and chemical breakdown of rocks over time,Exploring Society Ch 1
SST_C7_552,7,Social Science,The Story of Indian Farming,Ecology,Medium,MCQ,Weathering is the process by which rocks are broken down into:, Water, Soil particles, Metals, Fossils,b,Soil is formed through the physical and chemical breakdown of rocks over time,Exploring Society Ch 1
SST_C7_746,7,Social Science,The Story of Indian Farming,Geology,Hard,MCQ,Weathering is the process that creates:, Water, Soil particles, Metals, Fossils,b,Foundational process for soil creation,Exploring Society Ch 1
SST_C7_526,7,Social Science,Climates of India,Geography,Medium,MCQ,Wettest place in India is:, Cherrapunji, Mawsynram, Shillong, Panaji,b,Located in Meghalaya state,Exploring Society Ch 3
SST_C7_539,7,Social Science,Climates of India,Geography,Medium,MCQ,Wettest place on Earth is:, Mawsynram, Leh, Kochi, Mumbai,a,Topographic features cause extreme rainfall here,Exploring Society Ch 3
SCI_C7_408,7,Science,Life Processes in Plants,Botany,Medium,MCQ,What are the green 'food factories' of the plants?, Roots, Flowers, Leaves, Stems,c,Leaves contain chlorophyll and are the primary site of photosynthesis.,Curiosity Ch 10
SCI_C7_345,7,Science,Exploring Substances,Neutralisation,Medium,MCQ,What are the primary products of a neutralisation reaction?, Only acid, Salt and water, Only base, Metal and gas,b,An acid and a base react to form salt and water while releasing heat.[1] ,Curiosity Ch 2
SCI_C7_682,7,Science,Exploring Substances,Neutralization,Medium,MCQ,What are the primary products of a neutralization reaction?, Only gas, Salt and water, Only metal, Only base,b,An acid and a base react to form salt and water while releasing heat,Curiosity Ch 2
SCI_C7_509,7,Science,Life Processes in Plants,Botany,Medium,MCQ,What are the tiny openings on the underside of leaves called?, Chlorophyll, Vessels, Stomata, Lamina,c,Stomata facilitate the exchange of gases ($CO_2$ and $O_2$) during photosynthesis,Curiosity Ch 10
SCI_CH10_001,7,Science,Life Processes in Plants,Photosynthesis,Medium,MCQ,What are the tiny pores on the surface of leaves called?, Chlorophyll, Stomata, Vessels, Lamina,b,Stomata are tiny openings used for gas exchange ($CO_2$ and $O_2$) during photosynthesis.,Ch 10: Curiosity
SCI_C7_707,7,Science,Life Processes in Plants,Botany,Medium,MCQ,What are the tiny pores on the underside of leaves called?, Chlorophyll, Vessels, Stomata, Lamina,c,Stomata facilitate the exchange of gases ($CO_2$ and $O_2$) during photosynthesis,Curiosity Ch 10
SCI_CH2_001,7,Science,Exploring Substances,Indicators,Medium,MCQ,What color change is observed when baking soda is added to a turmeric indicator?, Blue, Green, Reddish-brown, No change,c,Baking soda is a base. Bases react with turmeric to turn it from yellow to reddish-brown.,Ch 2: Curiosity
SCI_C7_336,7,Science,Exploring Substances,Indicators,Medium,MCQ,What color change is observed when turmeric is added to basic lime water?, Blue, Red, Green, Yellow,b,Turmeric is a natural indicator that turns red when it reacts with basic substances like lime water.[1] ,Curiosity Ch 2
SCI_C7_080,7,Science,Exploring Substances,Indicators,Medium,MCQ,What color change is observed when turmeric is added to lime water?, Blue, Red, Yellow, Pink,b,Lime water is a base. Turmeric indicator turns red when added to a basic substance. [1],
SCI_C7_251,7,Science,Exploring Substances,Indicators,Medium,MCQ,What color change occurs when turmeric is added to basic lime water?, Blue, Red, Green, Pink,b,Turmeric is a natural indicator that turns red in basic environments.,
ENG_C7_701,7,English,Rani Abbakka,Civics,Medium,MCQ,What did Rani Abbakka mean by calling Ullal a 'sovereign country'?, It was very rich, It was an independent nation with its own authority, It was very large, It was a colony,b,She refused to accept foreign rule or pay tribute to the Portuguese,Poorvi Unit 5
ENG_C7_662,7,English,Rani Abbakka,Civics,Medium,MCQ,What did Rani Abbakka mean when she called Ullal a 'sovereign country'?, It was very rich, It was an independent nation with its own authority, It was very large,  it was a vassal state,b,She refused to accept Portuguese rule or pay them any tribute,Poorvi Unit 5
ENG_C7_553,7,English,A Funny Man,Wit,Easy,MCQ,What did the funny man wear upon his feet in the poem?, Shoes, Socks, Hats, Gloves,c,The poem uses humor by showing the man wearing items in the wrong places,Poorvi Unit 2
SST_C7_016,7,Social Science,Tracing Changes,Medieval Society,Medium,MCQ,What did the term 'Hindustan' refer to during the Delhi Sultanate period?, The whole of Asia, Lands of the Delhi Sultanate, Modern Republic of India, Southern India,b,Historically the definition of Hindustan has shifted; in the medieval era it meant the Sultanate's territory.[6],Our Pasts II Ch 1
ENG_C7_684,7,English,An Alien Hand,Plot,Medium,MCQ,What did Tilloo use to enter the forbidden passage?, A hidden key, His father's security card, A ladder, A secret password,b,Tilloo took the card while his father was sleeping to explore the passage,An Alien Hand Unit 10
ENG_C7_510,7,English,The Tiny Teacher,Behavior,Easy,MCQ,What do ants use their antennae for?, To fight, To greet and talk, To carry food, To lay eggs,b,Ants pass messages to each other by touching their feelers (antennae),An Alien Hand Unit 1
ENG_A_001,7,English,The Tiny Teacher,Behavior,Easy,MCQ,What do ants use their feelers (antennae) for in an anthill?, To fight enemies, To greet and talk to other ants, To carry heavy food items, To build new rooms,b,Ants communicate by touching their feelers to pass messages and identify group members.,Unit 1: An Alien Hand [1]
ENG_C7_695,7,English,The Tiny Teacher,Behavior,Easy,MCQ,What do ants use their feelers (antennae) for?, To fight, To greet and talk, To carry food, To lay eggs,b,Ants pass messages to each other by touching their antennae,An Alien Hand Unit 1
SST_C7_638,7,Social Science,Understanding Markets,Economics,Medium,MCQ,What does 'MSP' stand for in the context of government help for farmers?, Maximum Sales Price, Minimum Support Price, Many Small Products, Main Seed Project,b,MSP is a guaranteed price to protect farmers from market price drops,Exploring Society Ch 12
SST_C7_716,7,Social Science,Exploring Society,Civics,Easy,MCQ,What does MSP stand for in government agricultural aid?, Maximum Sales Price, Minimum Support Price, Main Seed Project, Many Small Products,b,MSP ensures farmers get a guaranteed price for their crops,Exploring Society Ch 12
ENG_C7_479,7,English,My Dear Soldiers,Theme,Hard,MCQ,What does the phrase 'prime of your youth' refer to in the poem?, Old age, Retirement, Best and most energetic years, School days,c,The poet acknowledges that soldiers give their best years to the nation's service,Poorvi Unit 5
ENG_C7_556,7,English,The Tunnel,Plot,Hard,MCQ,What does the tunnel represent for the character Suraj?, A place to sleep, Mystery and adventure, A shortcut to school, A dangerous trap,b,Suraj is fascinated by the passage of the train and the darkness of the tunnel,Poorvi Unit 4
ENG_C7_686,7,English,Rani Abbakka,Civics,Medium,MCQ,What does the word 'sovereign' mean as used in the chapter?, Very rich, Independent and free, Very large, Powerful and mean,b,Abbakka declared Ullal a sovereign country that would not accept foreign rule,Poorvi Unit 5
ENG_C7_663,7,English,Rani Abbakka,Vocabulary,Medium,MCQ,What does the word 'tribute' mean in the context of Rani Abbakka's story?, A gift for a friend, Money or goods paid to show control by a power, A medal of honor, A school prize,b,The Portuguese demanded this payment to acknowledge their dominance over Ullal,Poorvi Unit 5
ENG_C7_365,7,English,Rani Abbakka,Vocabulary,Medium,MCQ,What does the word “dauntless” used to describe Abbakka mean?, Fearless and brave, Quick and rash, Angry, Weak,a,It characterizes her spirit in fighting the powerful Portuguese navy. ,Poorvi Unit 15
MATH_C7_708,7,Mathematics,Working with Fractions,Logic,Medium,MCQ,What happens to a number when it is multiplied by a proper fraction?, Increases, Decreases, No change, Becomes zero,b,Multiplying by a value less than 1 reduces the original number,Ganita Prakash Ch 8
MATH_C7_517,7,Mathematics,Working with Fractions,Logic,Medium,MCQ,What happens to a number when multiplied by a fraction less than 1?, Increases, Decreases, No change, Becomes zero,b,Multiplying by a value less than 1 results in a smaller product,Ganita Prakash Ch 8
MATH_C7_505,7,Mathematics,Working with Fractions,Logic,Medium,MCQ,What happens to the product when a number is multiplied by a proper fraction?, It increases, It decreases, It remains same, It becomes zero,b,Multiplying by a fraction less than 1 reduces the value of the original number,Ganita Prakash Ch 8
MATH_C7_710,7,Mathematics,A Peek Beyond the Point,Decimals,Easy,MCQ,What is $0.5 \times 0.2$?,1,0.1,0.01,0.52,b,Multiply $5 \times 2 = 10$ and place the decimal for two total places to get 0.10,Ganita Prakash Ch 3
MATH_C7_569,7,Mathematics,Operations with Integers,Arithmetic,Easy,MCQ,What is $100 - (-50)$?,50,-50,150,-150,c,Subtracting a negative is equivalent to adding a positive,NCERT Ch 1
MATH_C7_741,7,Mathematics,Finding the Unknown,Equations,Medium,MCQ,What is $x$ if $4x = 12$?,2,3,4,48,b,Divide by 4 to solve for 3,Ganita Prakash Ch 15
ENG_C7_083,7,English,The Tiny Teacher,Caste System,Medium,MCQ,What is a male ant commonly called?, Beetle, Greenfly, Drone, King ant,c,In an ant colony the male is referred to as the drone. [4],
MATH_C7_496,7,Mathematics,Operations with Integers,Inverses,Easy,MCQ,What is the additive inverse of -5?,-5,0,5,1,c,The additive inverse of an integer $a$ is the number which when added to $a$ results in zero,NCERT Ch 1
MATH_C7_514,7,Mathematics,Operations with Integers,Inverses,Easy,MCQ,What is the additive inverse of 10?,10,0,-10, 1/10,c,The additive inverse makes the sum zero: $10 + (-10) = 0$,NCERT Ch 1
MATH_C7_004,7,Mathematics,Integers,Additive Inverse,Easy,MCQ,What is the additive inverse of 6?,-6,0,1, 1/6,a,The additive inverse of a number $a$ is $-a$ such that $a + (- = 0$.,
ENG_C7_256,7,English,My Dear Soldiers,Theme,Medium,MCQ,What is the central theme of the poem 'My Dear Soldiers'?, Nature and weather, Patriotism and sacrifice, Travel and adventure, Animals in the wild,b,The poem honors the dedication of soldiers guarding the nation's borders.,
SCI_C7_692,7,Science,Changes Around Us,Oxidation,Medium,MCQ,What is the chemical name for the brown substance formed on iron called rust?, Ferrous sulphate, Iron oxide, Copper oxide, Zinc chloride,b,Rust forms through the chemical reaction of iron with oxygen and moisture,Curiosity Ch 5
SCI_C7_012,7,Science,Acids Bases and Salts,Chemical Nature,Easy,MCQ,What is the chemical nature of lemon juice?, Acidic, Basic, Neutral, Salty,a,Lemon juice contains citric acid which gives it a sour taste and low pH.,
SCI_C7_389,7,Science,Exploring Substances,Chemistry,Easy,MCQ,What is the chemical taste associated with acids?, Bitter, Sour, Salty, Sweet,b,Acids are defined by their sour taste which comes from the Latin word 'acere'. ,Curiosity Ch 2
ENG_C7_502,7,English,Try Again,Moral,Easy,MCQ,What is the core message of the poem 'Try Again'?, Failure is final, Perseverance leads to success, Luck is essential, Avoid difficult tasks,b,The poem encourages students to keep attempting tasks despite initial setbacks,Poorvi Unit 1
SCI_C7_502,7,Science,Light: Shadows and Reflections,Shadows,Easy,MCQ,What is the dark region behind an opaque object in light called?, Mirror, Shadow, Reflection, Prism,b,A shadow is formed where light rays are obstructed by an object,Curiosity Ch 11
MATH_C7_694,7,Mathematics,A Peek Beyond the Point,Decimals,Easy,MCQ,What is the decimal form of nine-tenths?,0.09,0.9,9,90,b,Nine-tenths is written as $9/10$ which equals 0.9,Ganita Prakash Ch 3
MATH_C7_559,7,Mathematics,A Peek Beyond the Point,Decimals,Medium,MCQ,What is the decimal form of seven and six-tenths?,0.76,7.06,7.6,76,c,The phrase seven and six-tenths represents the whole number 7 followed by 0.6,Ganita Prakash Ch 3
SST_C7_681,7,Social Science,Exploring Society,Governance,Easy,MCQ,What is the full form of MLA in the context of state government?, Member of Local Authority, Member of Legislative Assembly, Most Liable Administrator, Member of Local Association,b,MLAs are elected representatives of people in the state legislature,Exploring Society Ch 12
SCI_C7_498,7,Science,Wastewater Story,Sanitation,Easy,MCQ,What is the full form of WWTP?, Water Works Tool Part, Wastewater Treatment Plant, World Water Task Plan, Waste Water Tool Part,b,WWTPs are facilities designed to remove contaminants from sewage,Curiosity Ch 13
MATH_C7_490,7,Mathematics,Number Play,Divisibility,Hard,MCQ,What is the largest 3-digit number divisible by 9?,990,999,981,900,b,A number is divisible by 9 if the sum of its digits is a multiple of 9; $9+9+9=27$ is divisible,Ganita Prakash Ch 6
MATH_C7_572,7,Mathematics,Number Play,LCM,Medium,MCQ,What is the Least Common Multiple (LCM) of 4 and 6?,2,12,24,10,b,The smallest number that both 4 and 6 divide into without a remainder is 12,Ganita Prakash Ch 6
SST_C7_080,7,Social Science,The Constitution of India,Governance,Medium,MCQ,What is the main purpose of the Indian Constitution?, To record history, To lay down basic rules for the country, To list national holidays, To explain other countries,b,A constitution establishes the fundamental principles and laws of a nation. [3],
MATH_C7_563,7,Mathematics,Connecting the Dots,Arithmetic Mean,Easy,MCQ,What is the mean of the numbers 10; 20; 30?,10,20,30,60,b,Total sum 60 divided by count 3 equals 20,Ganita Prakash Ch 13
MATH_C7_583,7,Mathematics,Connecting the Dots,Arithmetic Mean,Easy,MCQ,What is the mean of the numbers 5; 5; 10; 10?,5,7.5,10,30,b,Total sum 30 divided by count 4 equals 7.5,Ganita Prakash Ch 13
ENG_H_001,7,English,Three Questions,Vocabulary,Medium,MCQ,What is the meaning of the word 'Hermit'?, A king's advisor, A person who lives alone in simplicity, A powerful magician, A brave soldier,b,In the story the hermit is a wise man living in a wood known for his simple life and wisdom.,Unit 1: Honeycomb
MATH_C7_593,7,Mathematics,Geometric Twins,Triangles,Easy,MCQ,What is the measure of each angle in an equilateral triangle?, 45 degrees, 60 degrees, 90 degrees, 180 degrees,b,Since all sides are equal all angles are equal and $180/3 = 60$,Ganita Prakash II Ch 1
MATH_C7_584,7,Mathematics,Connecting the Dots,Median,Easy,MCQ,What is the median of 12; 15; 18?,12,15,18,45,b,The numbers are in order and the middle value is 15,Ganita Prakash Ch 13
MATH_C7_149,7,Mathematics,Connecting the Dots,Median,Medium,MCQ,What is the median of 3 5 7 8 9?,5,7,8,3,b,The data is already ordered and the middle value is 7.,
MATH_C7_010,7,Mathematics,Data Handling,Median,Medium,MCQ,What is the median of the data set: 3 7 9 5 8?,9,5,7,8,c,Arrange in order: 3 5 7 8 9. The middle value is 7.,
MATH_C7_404,7,Mathematics,Connecting the Dots,Median,Medium,MCQ,What is the median of the following data: 22 16 18 20 26 10 16?,16,18,20,22,b,Arrange in order: 10 16 16 18 20 22 26. The middle value is 18.,Ganita Prakash II Ch 13
SST_C7_570,7,Social Science,Exploring Society,Civics,Easy,MCQ,What is the minimum age to be eligible to vote in India?, 21 years, 18 years, 25 years, 16 years,b,Universal Adult Franchise grants the right to vote to all citizens 18 and older,Exploring Society Ch 10
MATH_C7_142,7,Mathematics,Expressions using Letter-Numbers,Coefficients,Medium,MCQ,What is the numerical coefficient of $x$ in $-5xy$?,5,-5, $y$, $-5y$,d,The coefficient is the factor that multiplies the specific variable; for $x$ it is $-5y$. [1],
MATH_C7_260,7,Mathematics,Expressions using Letter-Numbers,Coefficients,Medium,MCQ,What is the numerical coefficient of $x$ in the term $-5xy$?,5,-5, $y$, $-5y$,d,The coefficient of a variable is the entire factor multiplying it; in $-5xy$ it is $-5y$.,
SCI_C7_081,7,Science,Exploring Substances,Neutralization,Medium,MCQ,What is the outcome of a neutralization reaction?, Only acid, A salt and water, A base, Only gas,b,Neutralization occurs between an acid and a base to produce salt and water with heat. [1],
SCI_C7_603,7,Science,Exploring Substances,pH,Medium,MCQ,What is the pH value of an acidic solution?, Greater than 7, Less than 7, Exactly 7,14,b,Acids have high hydrogen ion concentrations and low pH values,Curiosity Ch 2
SCI_C7_681,7,Science,Earth Moon and the Sun,Astronomy,Easy,MCQ,What is the primary cause of day and night on Earth?, Earth revolution, Moon rotation, Earth rotation, Sun movement,c,Rotation on its axis once every 24 hours causes the cycle of light and darkness,Curiosity Ch 12
SCI_C7_094,7,Science,Life Processes in Plants,Botany,Easy,MCQ,What is the primary function of roots in most plants?, Photosynthesis, Absorption of water and minerals, Transpiration, Respiration,b,Roots anchor the plant and draw essential nutrients and water from the soil.,
ENG_C7_554,7,English,Say the Right Thing,Ethics,Medium,MCQ,What is the primary lesson of the chapter 'Say the Right Thing'?, How to speak fast, The importance of honesty and polite communication, How to win a debate, How to write a story,b,Effective communication involves choosing words that are truthful and kind,Poorvi Unit 2
MATH_C7_594,7,Mathematics,Connecting the Dots,Probability,Medium,MCQ,What is the probability of picking a vowel from the letters in HELLO?, 1/5, 2/5, 3/5, 2/3,b,There are 5 letters total and 2 vowels (E and O); so 2/5,Ganita Prakash Ch 13
MATH_C7_409,7,Mathematics,Working with Fractions,Multiplication,Medium,MCQ,What is the product of $1/4 \times 1/2$?, 1/2, 1/6, 1/8, 1/4,c,Multiply numerators ($1 \times 1$) and denominators ($4 \times 2$) to get 1/8.,Ganita Prakash I Ch 8
MATH_C7_009,7,Mathematics,Fractions,Mixed Fractions,Medium,MCQ,What is the product of $3/5 \times 7$ expressed as a mixed fraction?, $3 \frac{2}{5}$, $4 \frac{1}{5}$, $2 \frac{1}{5}$, $4 \frac{2}{5}$,b,$3/5 \times 7 = 21/5 = 4 \frac{1}{5}$.,
SCI_C7_611,7,Science,Heat Transfer in Nature,Thermometry,Easy,MCQ,What is the range of a clinical thermometer in Celsius?, 0 to 100, 35 to 42, -10 to 110, 32 to 212,b,Clinical thermometers are specifically designed for the human body temperature range,Curiosity Ch 7
SCI_C7_093,7,Science,Heat Transfer in Nature,Thermometry,Medium,MCQ,What is the range of a standard clinical thermometer?, $0–100^{\circ}C$, $35–42^{\circ}C$, $32–212^{\circ}F$, $35–50^{\circ}C$,b,Clinical thermometers are limited to the human body temperature range. [2],
MATH_CH2_001,7,Mathematics,Fractions and Decimals,Reciprocals,Medium,MCQ,What is the reciprocal of $3 \frac{1}{4}$?, $\frac{4}{13}$, $\frac{13}{4}$, $\frac{1}{4}$,4,a,First convert the mixed fraction: $3 \frac{1}{4} = \frac{13}{4}$. The reciprocal is obtained by inverting it to $\frac{4}{13}$.,Ch 2: Fractions and Decimals
MATH_C7_591,7,Mathematics,Working with Fractions,Reciprocals,Easy,MCQ,What is the reciprocal of 1/10?,1,10,0.1,100,b,The reciprocal is obtained by inverting the numerator and denominator,Ganita Prakash Ch 8
MATH_CH2_001,7,Mathematics,Fractions and Decimals,Reciprocals,Easy,MCQ,What is the reciprocal of the improper fraction $\frac{5}{2}$?, $\frac{2}{5}$, $\frac{5}{2}$, $2.5$,1,a,The reciprocal of a fraction is obtained by inverting the numerator and the denominator.,Ch 2: Fractions and Decimals
MATH_C7_097,7,Mathematics,Integers,Arithmetic,Easy,MCQ,What is the result of $165 - 22$?,143,187,133,145,a,This is a basic subtraction operation within the set of positive integers.,
MATH_C7_565,7,Mathematics,Working with Fractions,Operations,Medium,MCQ,What is the result of $3/4 \times 12$?,3,6,9,12,c,$12 \div 4 = 3$ and $3 \times 3 = 9$,Ganita Prakash Ch 8
MATH_C7_007,7,Mathematics,Integers,Division,Medium,MCQ,What is the result of $35 \div (-5)$?,7,-7,30,-30,b,Dividing a positive by a negative results in a negative quotient.,
SST_C7_481,7,Social Science,Understanding Markets,Economics,Hard,MCQ,What is the role of a 'middleman' in a market chain?, Producing the raw material, Buying from producer and selling to consumer, Guarding the marketplace, Fixing the national budget,b,Middlemen like wholesalers and distributors connect the producer to the final buyer,Exploring Society Ch 12
MATH_C7_084,7,Mathematics,Working with Fractions,Simplification,Medium,MCQ,What is the simplest form of the fraction 24/56?, 12/28, 6/14, 3/7, 4/8,c,Dividing both the numerator and the denominator by their HCF (8) gives 3/7.,
MATH_C7_671,7,Mathematics,Expressions using Letter-Numbers,Simplification,Easy,MCQ,What is the simplified form of $4x + 2x$?, $6x$, $8x$, $4x$, $2x$,a,Like terms are combined by adding their numerical coefficients: $4+2=6$,Ganita Prakash Ch 4
SCI_C7_675,7,Science,Wastewater Story,Sanitation,Medium,MCQ,What is the solid waste that settles at the bottom during wastewater treatment called?, Scum, Sludge, Sewage, Silt,b,Sludge is the organic solid matter removed by scrapers in sedimentation tanks,Curiosity Ch 13
MATH_C7_019,7,Mathematics,Finding the Unknown,Linear Equations,Medium,MCQ,What is the solution for the equation $5m = -10$?,2,-2,5,-5,b,Dividing both sides by 5: $m = -10 / 5 = -2$.,Ganita Prakash Ch 4
MATH_C7_494,7,Mathematics,Finding the Unknown,Equations,Medium,MCQ,What is the solution for the equation $x - (-3) = 7$?,4,-4,10,-10,a,$x + 3 = 7$ leads to $x = 7 - 3 = 4$,Ganita Prakash II Ch 7
SCI_C7_488,7,Science,Measurement of Time and Motion,Physics,Easy,MCQ,What is the standard S.I. unit of speed?, $km/h$, $m/min$, $m/s$, $cm/s$,c,Meter per second ($m/s$) is the globally accepted standard unit for measuring speed,Curiosity Ch 8
SCI_C7_619,7,Science,Measurement of Time and Motion,Physics,Easy,MCQ,What is the standard S.I. unit of time?, Minute, Hour, Second, Day,c,The second is the base unit of time in the International System of Units,Curiosity Ch 8
MATH_C7_588,7,Mathematics,Operations with Integers,Successors,Medium,MCQ,What is the successor of the integer -100?,-101,-99,101,99,b,The successor of $n$ is $n + 1$; so $-100 + 1 = -99$,NCERT Ch 1
MATH_C7_486,7,Mathematics,Operations with Integers,Successors,Medium,MCQ,What is the successor of the integer -239?,-238,-240,239,240,a,The successor of a number $n$ is $n + 1$; so $-239 + 1 = -238,NCERT Ch 1
MATH_C7_268,7,Mathematics,A Tale of Three Intersecting Lines,Triangles,Medium,MCQ,What is the sum of the interior angles of any triangle?, $90^{\circ}$, $180^{\circ}$, $360^{\circ}$, $270^{\circ}$,b,The Angle Sum Property states that triangle interior angles always sum to $180^{\circ}$.,
MATH_C7_592,7,Mathematics,Parallel and Intersecting Lines,Parallelogram,Medium,MCQ,What is the sum of two adjacent angles in a parallelogram?, 90 degrees, 180 degrees, 360 degrees, 270 degrees,b,Adjacent angles in a parallelogram are supplementary,Ganita Prakash Ch 5
SCI_C7_384,7,Science,Heat Transfer in Nature,Thermometry,Medium,MCQ,What is the temperature range of a standard clinical thermometer?, $0–100^{\circ}C$, $35–42^{\circ}C$, $32–212^{\circ}F$, $35–50^{\circ}C$,b,Clinical thermometers are limited to the human body temperature range.[1] ,Curiosity Ch 7
